name,route
West Lake,"[(209.94817, 1058.67921), (209.94818, 1058.67691), (209.95264, 1058.67687), (209.95556, 1058.67686), (209.96595, 1058.67684), (209.96641, 1058.67685), (209.96642, 1058.67562), (209.96642, 1058.67446), (209.96682, 1058.67442), (209.96717, 1058.6743), (209.96755, 1058.67399), (209.96775, 1058.67363), (209.96781, 1058.67334), (209.96782, 1058.67328), (209.96792, 1058.66311), (209.96789, 1058.65852), (209.96833, 1058.65834), (209.96833, 1058.65731), (209.96916, 1058.65699), (209.97256, 1058.65568), (209.97344, 1058.65536), (209.9758, 1058.65451), (209.9765, 1058.65426), (209.97704, 1058.65407), (209.97886, 1058.65325), (209.9807, 1058.65245), (209.98195, 1058.6519), (209.98281, 1058.65152), (209.98246, 1058.65), (209.98123, 1058.64404), (209.98559, 1058.64288), (209.98877, 1058.64206), (209.98999, 1058.64174), (209.99258, 1058.64108), (209.99202, 1058.63944), (209.99012, 1058.6339), (209.99, 1058.63357), (209.98914, 1058.63069), (209.99157, 1058.62966), (209.99329, 1058.62817), (209.99486, 1058.62681), (209.99423, 1058.62567), (209.99321, 1058.62396), (209.99237, 1058.62183), (209.9928, 1058.62178), (209.9993, 1058.6211), (210.00137, 1058.62088), (210.0031, 1058.62069), (210.00354, 1058.62064), (210.00571, 1058.62041), (210.01006, 1058.6199), (210.01068, 1058.61982), (210.01149, 1058.61973), (210.01737, 1058.61907), (210.02364, 1058.61846), (210.02688, 1058.61808), (210.02828, 1058.61792), (210.02825, 1058.61736), (210.03, 1058.61716), (210.03116, 1058.61707), (210.03254, 1058.61697), (210.03823, 1058.61629), (210.04523, 1058.61556), (210.05371, 1058.61458), (210.05935, 1058.61396), (210.06439, 1058.61345), (210.06804, 1058.61307), (210.06891, 1058.61295), (210.06992, 1058.61278), (210.07103, 1058.61249), (210.07175, 1058.61209), (210.07575, 1058.60891), (210.07655, 1058.60795), (210.07804, 1058.60763), (210.08138, 1058.60723), (210.08499, 1058.60693), (210.08582, 1058.6069), (210.08697, 1058.60693), (210.08856, 1058.6076), (210.08948, 1058.60804), (210.09165, 1058.60898), (210.09228, 1058.60917), (210.09398, 1058.60901), (210.09439, 1058.60888), (210.09488, 1058.60861), (210.09535, 1058.60832), (210.09703, 1058.60703), (210.09803, 1058.60628), (210.09823, 1058.60613), (210.09897, 1058.60553), (210.09929, 1058.60528), (210.10028, 1058.60448), (210.10291, 1058.60237), (210.1043, 1058.60125), (210.1055, 1058.60029), (210.10631, 1058.59964), (210.10712, 1058.599), (210.10734, 1058.59882), (210.1081, 1058.59824), (210.11025, 1058.59657), (210.11391, 1058.59364), (210.11426, 1058.59335), (210.1178, 1058.5905), (210.11991, 1058.58892), (210.12084, 1058.58817), (210.12326, 1058.58625), (210.12412, 1058.58557), (210.12509, 1058.58481), (210.12665, 1058.58359), (210.12745, 1058.58294), (210.12759, 1058.58283), (210.12839, 1058.58221), (210.12879, 1058.58186), (210.13031, 1058.58061), (210.13251, 1058.5788), (210.13418, 1058.57775), (210.13523, 1058.57718), (210.13653, 1058.57646), (210.13785, 1058.57574), (210.13811, 1058.57559), (210.14069, 1058.57428), (210.14215, 1058.57345), (210.14284, 1058.57311), (210.14356, 1058.57275), (210.14461, 1058.57212), (210.15182, 1058.56791), (210.15295, 1058.56727), (210.1544, 1058.56645), (210.15624, 1058.5654), (210.1574, 1058.56474), (210.15843, 1058.56416), (210.1586, 1058.56407), (210.15972, 1058.56344), (210.16072, 1058.56288), (210.16265, 1058.5618), (210.16405, 1058.56102), (210.16786, 1058.55903), (210.17193, 1058.55675), (210.17286, 1058.55623), (210.17373, 1058.55576), (210.18218, 1058.55104), (210.18366, 1058.55011), (210.18439, 1058.54837), (210.18711, 1058.54188), (210.18735, 1058.54135), (210.19121, 1058.53324), (210.19166, 1058.53223), (210.19234, 1058.5307), (210.19293, 1058.52942), (210.19401, 1058.52718), (210.19421, 1058.52677), (210.19445, 1058.52623), (210.19484, 1058.52643), (210.19758, 1058.52061), (210.19763, 1058.52055), (210.19781, 1058.52036), (210.19811, 1058.52026), (210.19842, 1058.52033), (210.19865, 1058.51961), (210.19888, 1058.51888), (210.19879, 1058.51881), (210.19872, 1058.51857), (210.1988, 1058.51827), (210.20027, 1058.51488), (210.20076, 1058.51375), (210.20444, 1058.50546), (210.20612, 1058.50132), (210.20636, 1058.50093), (210.20656, 1058.50075), (210.20692, 1058.50073), (210.21408, 1058.50312), (210.2143, 1058.50239), (210.21453, 1058.50158), (210.21499, 1058.50135), (210.21507, 1058.50126), (210.21602, 1058.5016), (210.21663, 1058.4996), (210.21887, 1058.49825), (210.21905, 1058.49808), (210.22612, 1058.48936), (210.22701, 1058.48836), (210.22788, 1058.48727), (210.23351, 1058.48025), (210.24051, 1058.47146), (210.24392, 1058.46901), (210.24403, 1058.46866), (210.24555, 1058.4638), (210.24713, 1058.46338), (210.24834, 1058.46235), (210.25111, 1058.4598), (210.25589, 1058.45529), (210.25769, 1058.45427), (210.25962, 1058.45342), (210.26283, 1058.45169), (210.26551, 1058.45023), (210.2674, 1058.44908), (210.27842, 1058.44345), (210.28017, 1058.44232), (210.28123, 1058.44095), (210.28176, 1058.43982), (210.28238, 1058.43776), (210.28256, 1058.43717), (210.28281, 1058.43646), (210.28313, 1058.43551), (210.28342, 1058.43468), (210.28449, 1058.43308), (210.28781, 1058.42992), (210.2882, 1058.42955), (210.29112, 1058.42678), (210.29201, 1058.42593), (210.29489, 1058.42312), (210.29547, 1058.42227), (210.29716, 1058.42063), (210.29895, 1058.41889), (210.29932, 1058.41805), (210.3015, 1058.41597), (210.30366, 1058.41384), (210.30495, 1058.41257), (210.30708, 1058.41049), (210.30833, 1058.40927), (210.30905, 1058.40905), (210.31106, 1058.40716), (210.31161, 1058.40611), (210.31327, 1058.40454), (210.31448, 1058.40337), (210.31949, 1058.39853), (210.3197, 1058.39832), (210.31995, 1058.39808), (210.32666, 1058.3916), (210.32779, 1058.39051), (210.32894, 1058.38939), (210.3298, 1058.38856), (210.33324, 1058.38525), (210.33522, 1058.38333), (210.33665, 1058.38195), (210.33737, 1058.38126), (210.34185, 1058.37693), (210.34366, 1058.37517), (210.34764, 1058.37134), (210.34927, 1058.36976), (210.3495, 1058.36996), (210.34977, 1058.37011), (210.35025, 1058.37022), (210.35062, 1058.37019), (210.35097, 1058.37007), (210.35129, 1058.36987), (210.35162, 1058.36949), (210.35182, 1058.36902), (210.35188, 1058.36851), (210.35179, 1058.368), (210.35156, 1058.36755), (210.35305, 1058.3661), (210.3539, 1058.36529), (210.35538, 1058.36386), (210.35574, 1058.36364), (210.3561, 1058.36355), (210.35645, 1058.36354), (210.35702, 1058.36363), (210.35855, 1058.36394), (210.36151, 1058.36455), (210.36319, 1058.36491), (210.36578, 1058.36544), (210.36715, 1058.36574), (210.37683, 1058.3678), (210.38474, 1058.36936), (210.38732, 1058.36986), (210.38742, 1058.36922), (210.38747, 1058.36894), (210.38768, 1058.36898), (210.3878, 1058.36899), (210.38788, 1058.36896), (210.38798, 1058.36887), (210.38806, 1058.36876), (210.38811, 1058.36861), (210.38829, 1058.36763), (210.3885, 1058.36649), (210.38874, 1058.36519), (210.38895, 1058.36406), (210.38916, 1058.36293), (210.38939, 1058.36166), (210.38944, 1058.3614), (210.38959, 1058.36043), (210.38978, 1058.36046), (210.39034, 1058.36054), (210.39097, 1058.36066), (210.39128, 1058.35881), (210.39139, 1058.35843), (210.39162, 1058.3582), (210.39191, 1058.35817), (210.39475, 1058.35878), (210.39978, 1058.35985), (210.40797, 1058.36164), (210.41472, 1058.36311), (210.41494, 1058.36176), (210.41554, 1058.36188), (210.41669, 1058.36168), (210.41767, 1058.36184), (210.41777, 1058.3612), (210.42178, 1058.35771), (210.42209, 1058.35792), (210.42244, 1058.35802), (210.42284, 1058.35799), (210.4232, 1058.35781), (210.42349, 1058.35751), (210.42366, 1058.35712), (210.42371, 1058.3567), (210.42644, 1058.35668), (210.42697, 1058.35669), (210.42794, 1058.35675), (210.42826, 1058.35708), (210.42858, 1058.35737), (210.43012, 1058.35759), (210.43031, 1058.35762), (210.43058, 1058.35765), (210.43105, 1058.35799), (210.43155, 1058.35834), (210.43225, 1058.3586), (210.43406, 1058.35937), (210.43518, 1058.35988), (210.43557, 1058.36005), (210.43579, 1058.36003), (210.43638, 1058.35935), (210.43641, 1058.35911), (210.43636, 1058.359), (210.43684, 1058.35898), (210.43724, 1058.35897), (210.43671, 1058.35721), (210.43658, 1058.35646), (210.43711, 1058.3573), (210.43743, 1058.358)]"
Đầm Đông,"[(209.94817, 1058.67921), (209.94818, 1058.67691), (209.95264, 1058.67687), (209.95556, 1058.67686), (209.96595, 1058.67684), (209.96641, 1058.67685), (209.96667, 1058.67685), (209.96708, 1058.67688), (209.96744, 1058.67709), (209.96772, 1058.67755), (209.96782, 1058.67796), (209.96782, 1058.67865), (209.96851, 1058.67863), (209.9691, 1058.67862), (209.96913, 1058.6785), (209.96944, 1058.67807), (209.96981, 1058.67787), (209.97458, 1058.67783), (209.978, 1058.67781), (209.97884, 1058.67787), (209.97969, 1058.67806), (209.98002, 1058.6782), (209.98044, 1058.6784), (209.98075, 1058.67866), (209.9809, 1058.67895), (209.9829, 1058.68444), (209.98489, 1058.6902), (209.9851, 1058.69083), (209.98672, 1058.69543), (209.9874, 1058.69514), (209.98925, 1058.70004), (209.9929, 1058.70822), (209.99357, 1058.70947), (209.99491, 1058.71159), (209.995, 1058.71101), (209.99525, 1058.71049), (209.99564, 1058.71007), (209.99613, 1058.70981), (209.99667, 1058.70973), (209.99721, 1058.70984), (209.99745, 1058.70997), (209.99758, 1058.71005), (209.99881, 1058.70961), (209.99958, 1058.70931), (209.99998, 1058.70916), (210.00051, 1058.70895), (210.00126, 1058.70861), (210.00199, 1058.70843), (210.00257, 1058.70848), (210.00272, 1058.70841), (210.00379, 1058.70797), (210.00878, 1058.70604), (210.01232, 1058.70466), (210.01311, 1058.70399), (210.02126, 1058.70081), (210.023, 1058.70015), (210.02376, 1058.69987), (210.02725, 1058.6985), (210.02906, 1058.69778), (210.03038, 1058.69727), (210.03192, 1058.69662), (210.03244, 1058.69642), (210.03466, 1058.69553), (210.037, 1058.69463), (210.04192, 1058.69274), (210.04592, 1058.6912), (210.05168, 1058.68901), (210.05186, 1058.68843), (210.05235, 1058.68824), (210.05274, 1058.6881), (210.05349, 1058.68784), (210.05469, 1058.68742), (210.0565, 1058.68675), (210.05691, 1058.68657), (210.057, 1058.68652), (210.05733, 1058.68634), (210.05776, 1058.68604), (210.05844, 1058.68545), (210.05905, 1058.68484), (210.06019, 1058.68373), (210.06344, 1058.68043), (210.0674, 1058.6765), (210.07052, 1058.67354), (210.07124, 1058.67282), (210.07167, 1058.67317), (210.07404, 1058.67081), (210.07765, 1058.66734), (210.08248, 1058.66268), (210.08285, 1058.6623), (210.08507, 1058.66019), (210.0859, 1058.65942), (210.08757, 1058.65791), (210.08872, 1058.65672), (210.09031, 1058.6551), (210.09251, 1058.65309), (210.09368, 1058.65206), (210.09476, 1058.65108), (210.09654, 1058.64968), (210.10086, 1058.64639), (210.10187, 1058.64573), (210.10358, 1058.64466), (210.10677, 1058.6428), (210.11212, 1058.64013), (210.11386, 1058.63926), (210.11467, 1058.63892), (210.11563, 1058.63849), (210.118, 1058.63737), (210.11943, 1058.6369), (210.12226, 1058.63585), (210.12735, 1058.63414), (210.12922, 1058.63372), (210.1315, 1058.6332), (210.13912, 1058.63116), (210.14223, 1058.63038), (210.14675, 1058.62929), (210.16199, 1058.62571), (210.17187, 1058.62342), (210.17941, 1058.62162), (210.18467, 1058.62044), (210.1854, 1058.62027), (210.18605, 1058.6201), (210.19093, 1058.61901), (210.19771, 1058.61748), (210.19887, 1058.61731), (210.20236, 1058.61679), (210.20381, 1058.61623), (210.20446, 1058.61609), (210.2125, 1058.61435), (210.2144, 1058.61371), (210.21878, 1058.61212), (210.22081, 1058.61142), (210.22409, 1058.61018), (210.23416, 1058.60636), (210.23518, 1058.60601), (210.23744, 1058.60523), (210.24606, 1058.60215), (210.24678, 1058.60191), (210.24759, 1058.60156), (210.24802, 1058.60132), (210.24856, 1058.601), (210.24899, 1058.6007), (210.24985, 1058.60013), (210.25057, 1058.59962), (210.25201, 1058.5979), (210.26014, 1058.59123), (210.2647, 1058.58861), (210.26582, 1058.58804), (210.26949, 1058.58615), (210.27477, 1058.58359), (210.27937, 1058.58133), (210.27973, 1058.58118), (210.28569, 1058.57839), (210.28661, 1058.57796), (210.29131, 1058.57538), (210.29379, 1058.5743), (210.29444, 1058.57405), (210.29486, 1058.57385), (210.29767, 1058.5725), (210.29878, 1058.57199), (210.30788, 1058.56783), (210.30865, 1058.56748), (210.31324, 1058.5652), (210.31514, 1058.5644), (210.31563, 1058.56417), (210.32648, 1058.55924), (210.3271, 1058.55893), (210.33888, 1058.55307), (210.34248, 1058.55114), (210.34602, 1058.54934), (210.34732, 1058.54837), (210.34876, 1058.54696), (210.34946, 1058.54594), (210.3504, 1058.54511), (210.35083, 1058.5448), (210.35146, 1058.5444), (210.35207, 1058.54417), (210.35268, 1058.54401), (210.3532, 1058.54384), (210.35401, 1058.54377), (210.35586, 1058.54323), (210.35847, 1058.54195), (210.36085, 1058.54036), (210.3631, 1058.53858), (210.36492, 1058.53689), (210.36639, 1058.53603), (210.36755, 1058.53473), (210.36949, 1058.53327), (210.37035, 1058.53258), (210.37179, 1058.53143), (210.37503, 1058.5287), (210.37937, 1058.52518), (210.3857, 1058.51947), (210.38968, 1058.51586), (210.39035, 1058.51524), (210.39282, 1058.51322), (210.3938, 1058.51243), (210.39479, 1058.51163), (210.3963, 1058.5103), (210.39723, 1058.5094), (210.39856, 1058.50809), (210.40014, 1058.50652), (210.40404, 1058.5024), (210.40419, 1058.50225), (210.4061, 1058.50037), (210.40696, 1058.49929), (210.40847, 1058.49797), (210.40915, 1058.49718), (210.41332, 1058.49221), (210.41424, 1058.49126), (210.41526, 1058.49021), (210.41646, 1058.4889), (210.41713, 1058.4882), (210.41737, 1058.48796), (210.4183, 1058.48704), (210.41906, 1058.48637), (210.41997, 1058.48562), (210.42419, 1058.48217), (210.43322, 1058.47487), (210.43581, 1058.47316), (210.43644, 1058.47265), (210.437, 1058.4722), (210.43954, 1058.47009), (210.44023, 1058.4694), (210.44085, 1058.46867), (210.44435, 1058.46375), (210.44719, 1058.45957), (210.45012, 1058.45597), (210.45062, 1058.45524), (210.45526, 1058.44879), (210.45554, 1058.44839), (210.4561, 1058.44762), (210.4605, 1058.44307), (210.46516, 1058.43808), (210.46637, 1058.43683), (210.46769, 1058.43552), (210.47047, 1058.43262), (210.47152, 1058.43156), (210.47331, 1058.42979), (210.48049, 1058.42322), (210.48616, 1058.41886), (210.48683, 1058.41824), (210.48803, 1058.41649), (210.49391, 1058.40961), (210.49566, 1058.40777), (210.49671, 1058.4067), (210.49968, 1058.40365), (210.50183, 1058.40318), (210.50253, 1058.40282), (210.50432, 1058.40181), (210.50494, 1058.40141), (210.50619, 1058.40066), (210.50747, 1058.39988), (210.50853, 1058.39916), (210.51076, 1058.3971), (210.51278, 1058.39496), (210.51532, 1058.39204), (210.51655, 1058.39074), (210.51983, 1058.38707), (210.52123, 1058.38576), (210.52155, 1058.38546), (210.52185, 1058.38519), (210.52223, 1058.38481), (210.52321, 1058.38385), (210.52403, 1058.38294), (210.52496, 1058.38209), (210.52594, 1058.3813), (210.52712, 1058.38034), (210.52769, 1058.37994), (210.52863, 1058.37925), (210.52966, 1058.3785), (210.53086, 1058.37788), (210.53238, 1058.37707), (210.53359, 1058.37639), (210.53884, 1058.37347), (210.54363, 1058.37078), (210.55023, 1058.36711), (210.55544, 1058.36426), (210.55647, 1058.36364), (210.55861, 1058.36254), (210.56007, 1058.36172), (210.56183, 1058.36069), (210.56382, 1058.35954), (210.56458, 1058.35908), (210.56607, 1058.35821), (210.56757, 1058.35738), (210.56879, 1058.35677), (210.57381, 1058.35405), (210.58043, 1058.3502), (210.58128, 1058.34962), (210.58339, 1058.34808), (210.58435, 1058.34744), (210.58844, 1058.34338), (210.58879, 1058.34318), (210.59168, 1058.34145), (210.59275, 1058.34079), (210.59503, 1058.33939), (210.5981, 1058.33755), (210.59863, 1058.3371), (210.60726, 1058.32981), (210.60778, 1058.32937), (210.60812, 1058.3291), (210.60974, 1058.32789), (210.60981, 1058.32784), (210.60961, 1058.32702), (210.60959, 1058.32609), (210.60989, 1058.32529), (210.61097, 1058.32247), (210.61172, 1058.32046), (210.61196, 1058.31995), (210.61225, 1058.31931), (210.61259, 1058.31857), (210.61328, 1058.31724), (210.61454, 1058.31471), (210.61584, 1058.31213), (210.61869, 1058.30672), (210.62208, 1058.30192), (210.62815, 1058.29448), (210.62877, 1058.29383), (210.63085, 1058.29171), (210.63355, 1058.28925), (210.63903, 1058.2848), (210.64194, 1058.28245), (210.64332, 1058.28135), (210.64383, 1058.28101), (210.6498, 1058.27695), (210.6504, 1058.27654), (210.65212, 1058.2754), (210.65583, 1058.27291), (210.65962, 1058.26947), (210.66131, 1058.26785), (210.66277, 1058.26636), (210.66396, 1058.26547), (210.6614, 1058.26088), (210.66108, 1058.26027), (210.66012, 1058.25814), (210.65923, 1058.25611), (210.65788, 1058.25303), (210.65704, 1058.2512), (210.65662, 1058.25032), (210.65498, 1058.24715), (210.65432, 1058.24604), (210.65342, 1058.24453), (210.65225, 1058.24238), (210.65175, 1058.24147), (210.65052, 1058.23911), (210.65162, 1058.23849), (210.65294, 1058.23766), (210.65378, 1058.23764), (210.6569, 1058.23544), (210.65779, 1058.2351), (210.65918, 1058.23456), (210.66034, 1058.23407), (210.66061, 1058.23399), (210.66141, 1058.23375), (210.66215, 1058.23347), (210.66304, 1058.23289), (210.66398, 1058.23226), (210.66436, 1058.23202), (210.66433, 1058.23095), (210.66448, 1058.22786), (210.66448, 1058.22633), (210.66448, 1058.22538), (210.66477, 1058.22154), (210.66437, 1058.21917), (210.66327, 1058.2173), (210.6611, 1058.21293), (210.66025, 1058.21058), (210.65932, 1058.206), (210.65822, 1058.20285), (210.65843, 1058.2019), (210.65932, 1058.201), (210.65998, 1058.20011), (210.66054, 1058.19906), (210.66071, 1058.19739), (210.66081, 1058.19549), (210.66141, 1058.19389), (210.66304, 1058.19226), (210.66547, 1058.19019), (210.66711, 1058.18798), (210.66825, 1058.18793), (210.66938, 1058.18844), (210.67277, 1058.19386), (210.67448, 1058.19674), (210.67661, 1058.20007), (210.67753, 1058.20159), (210.67844, 1058.20405), (210.68002, 1058.20858), (210.68111, 1058.21155), (210.68124, 1058.21179)]"
Xa Dan Lake,"[(209.94817, 1058.67921), (209.94818, 1058.67691), (209.95264, 1058.67687), (209.95556, 1058.67686), (209.96595, 1058.67684), (209.96641, 1058.67685), (209.96642, 1058.67562), (209.96642, 1058.67446), (209.96682, 1058.67442), (209.96717, 1058.6743), (209.96755, 1058.67399), (209.96775, 1058.67363), (209.96781, 1058.67334), (209.96782, 1058.67328), (209.96792, 1058.66311), (209.96789, 1058.65852), (209.96833, 1058.65834), (209.96833, 1058.65731), (209.96916, 1058.65699), (209.97256, 1058.65568), (209.97344, 1058.65536), (209.9758, 1058.65451), (209.9765, 1058.65426), (209.97704, 1058.65407), (209.97886, 1058.65325), (209.9807, 1058.65245), (209.98195, 1058.6519), (209.98281, 1058.65152), (209.98246, 1058.65), (209.98123, 1058.64404), (209.98559, 1058.64288), (209.98406, 1058.63687), (209.9871, 1058.6359), (209.98813, 1058.63542), (209.98624, 1058.62854), (209.98592, 1058.6274), (209.98795, 1058.62671), (209.9867, 1058.62248), (209.98719, 1058.62243), (209.99016, 1058.62209), (209.99009, 1058.62149), (209.99002, 1058.62076), (209.99068, 1058.62069), (209.99064, 1058.62038), (209.99046, 1058.61827), (209.99041, 1058.61773), (209.99087, 1058.61768), (209.9908, 1058.61706), (209.99072, 1058.61641), (209.99397, 1058.61607), (209.99641, 1058.6158), (209.99617, 1058.61019), (209.99527, 1058.60671), (209.99739, 1058.60591), (209.99977, 1058.60493), (209.99849, 1058.59362), (209.99814, 1058.59283), (209.99689, 1058.58802), (209.99685, 1058.58716), (209.99654, 1058.58215), (209.99451, 1058.57859), (209.99172, 1058.5737), (209.99353, 1058.57261), (209.99522, 1058.57127), (209.9997, 1058.56748), (210.00377, 1058.56427), (210.00482, 1058.56342), (210.00744, 1058.56146), (210.0081, 1058.56063), (210.01105, 1058.55771), (210.01165, 1058.55702), (210.01202, 1058.55659), (210.01464, 1058.55394), (210.01541, 1058.55354), (210.01743, 1058.55245), (210.01791, 1058.55218), (210.02105, 1058.55051), (210.02156, 1058.55022), (210.02252, 1058.54966), (210.02366, 1058.54851), (210.02411, 1058.54805), (210.02499, 1058.5472), (210.02762, 1058.54462), (210.02836, 1058.5439), (210.02888, 1058.5381), (210.02914, 1058.53497), (210.02953, 1058.53032), (210.02972, 1058.5283), (210.02984, 1058.5266), (210.03007, 1058.5237), (210.03008, 1058.52352), (210.03045, 1058.51983), (210.03098, 1058.51395), (210.03133, 1058.51059), (210.03137, 1058.51024), (210.03194, 1058.50955), (210.03204, 1058.50892), (210.03212, 1058.50851), (210.03233, 1058.50736), (210.03252, 1058.50622), (210.03286, 1058.50409), (210.03314, 1058.50255), (210.03328, 1058.50174), (210.03338, 1058.5013), (210.03348, 1058.50061), (210.03352, 1058.50037), (210.03361, 1058.49959), (210.0337, 1058.49736), (210.03391, 1058.48911), (210.03424, 1058.48911), (210.0344, 1058.48394), (210.0344, 1058.4825), (210.0344, 1058.48161), (210.03436, 1058.47998), (210.03438, 1058.47947), (210.03443, 1058.47922), (210.03455, 1058.47893), (210.03471, 1058.47869), (210.03515, 1058.47826), (210.03583, 1058.47759), (210.03971, 1058.47359), (210.04035, 1058.4731), (210.04076, 1058.47289), (210.0414, 1058.47278), (210.04224, 1058.47272), (210.04389, 1058.47277), (210.04451, 1058.47275), (210.04502, 1058.47274), (210.04502, 1058.47207), (210.04918, 1058.46961), (210.04957, 1058.46887), (210.04995, 1058.46759), (210.05012, 1058.46647), (210.05023, 1058.46506), (210.05026, 1058.46322), (210.05031, 1058.45851), (210.05032, 1058.45794), (210.05082, 1058.45796), (210.05085, 1058.4578), (210.05104, 1058.45757), (210.05126, 1058.45747), (210.05142, 1058.45746), (210.05142, 1058.45651), (210.05143, 1058.45565), (210.05175, 1058.4557), (210.05437, 1058.45577), (210.05842, 1058.45577), (210.06097, 1058.45574), (210.06151, 1058.45569), (210.0619, 1058.4556), (210.06234, 1058.45532), (210.06546, 1058.45213), (210.0665, 1058.45096), (210.06738, 1058.44986), (210.06796, 1058.44907), (210.06845, 1058.44836), (210.06884, 1058.44765), (210.06978, 1058.44577), (210.07082, 1058.44371), (210.07149, 1058.44233), (210.07183, 1058.44179), (210.07228, 1058.4411), (210.07288, 1058.4403), (210.07346, 1058.43952), (210.07395, 1058.43901), (210.07446, 1058.43874), (210.07496, 1058.43843), (210.07511, 1058.43831), (210.07534, 1058.43815), (210.07549, 1058.43787), (210.07552, 1058.43762), (210.0753, 1058.43562), (210.07514, 1058.43441), (210.07489, 1058.43198), (210.07478, 1058.42989), (210.07473, 1058.42647), (210.07464, 1058.41939), (210.07446, 1058.41842), (210.07421, 1058.41768), (210.07383, 1058.41711), (210.07321, 1058.41625), (210.07331, 1058.41035), (210.07363, 1058.40959), (210.07458, 1058.40847), (210.07607, 1058.40681), (210.07656, 1058.40579), (210.07676, 1058.40524), (210.07691, 1058.40479), (210.07703, 1058.4043), (210.07719, 1058.40333), (210.07797, 1058.40298), (210.07824, 1058.40227), (210.07969, 1058.39912), (210.0818, 1058.39558), (210.08391, 1058.39256), (210.08619, 1058.39002), (210.08945, 1058.38642), (210.09457, 1058.38135), (210.09759, 1058.37914), (210.1003, 1058.3768), (210.10519, 1058.37331), (210.10751, 1058.37159), (210.1089, 1058.37056), (210.10977, 1058.36991), (210.11069, 1058.36908), (210.11123, 1058.36859), (210.1128, 1058.36718), (210.11401, 1058.36609), (210.11535, 1058.36489), (210.11736, 1058.36308), (210.11883, 1058.36175), (210.12501, 1058.35583), (210.12605, 1058.35483), (210.12784, 1058.35312), (210.12922, 1058.35179), (210.13996, 1058.3415), (210.14026, 1058.34054), (210.14047, 1058.3389), (210.13998, 1058.33843), (210.138, 1058.33625), (210.13834, 1058.33592), (210.13408, 1058.33107), (210.13296, 1058.32984), (210.13268, 1058.32954), (210.12991, 1058.32634), (210.12904, 1058.32534), (210.12811, 1058.32455), (210.12752, 1058.32439), (210.12734, 1058.32434), (210.1269, 1058.32421), (210.12619, 1058.32363), (210.12543, 1058.3229), (210.12502, 1058.32266), (210.1245, 1058.32233), (210.12405, 1058.32192)]"
Hai Bà Trưng Lake,"[(209.94817, 1058.67921), (209.94818, 1058.67691), (209.95264, 1058.67687), (209.95556, 1058.67686), (209.96595, 1058.67684), (209.96641, 1058.67685), (209.96642, 1058.67562), (209.96642, 1058.67446), (209.96682, 1058.67442), (209.96717, 1058.6743), (209.96755, 1058.67399), (209.96775, 1058.67363), (209.96781, 1058.67334), (209.96782, 1058.67328), (209.96792, 1058.66311), (209.96789, 1058.65852), (209.96833, 1058.65834), (209.96833, 1058.65731), (209.96916, 1058.65699), (209.97256, 1058.65568), (209.97344, 1058.65536), (209.9758, 1058.65451), (209.9765, 1058.65426), (209.97704, 1058.65407), (209.97886, 1058.65325), (209.9807, 1058.65245), (209.98195, 1058.6519), (209.98281, 1058.65152), (209.98246, 1058.65), (209.98123, 1058.64404), (209.98559, 1058.64288), (209.98877, 1058.64206), (209.98999, 1058.64174), (209.99258, 1058.64108), (209.99202, 1058.63944), (209.99012, 1058.6339), (209.99, 1058.63357), (209.98914, 1058.63069), (209.99157, 1058.62966), (209.99329, 1058.62817), (209.99486, 1058.62681), (209.99423, 1058.62567), (209.99321, 1058.62396), (209.99237, 1058.62183), (209.9928, 1058.62178), (209.9993, 1058.6211), (210.00137, 1058.62088), (210.0031, 1058.62069), (210.00354, 1058.62064), (210.00571, 1058.62041), (210.01006, 1058.6199), (210.01068, 1058.61982), (210.01149, 1058.61973), (210.01737, 1058.61907), (210.02364, 1058.61846), (210.02688, 1058.61808), (210.02828, 1058.61792), (210.02825, 1058.61736), (210.03, 1058.61716), (210.03116, 1058.61707), (210.03254, 1058.61697), (210.03823, 1058.61629), (210.04523, 1058.61556), (210.05371, 1058.61458), (210.05935, 1058.61396), (210.06439, 1058.61345), (210.06804, 1058.61307), (210.06891, 1058.61295), (210.06992, 1058.61278), (210.07103, 1058.61249), (210.07175, 1058.61209), (210.07575, 1058.60891), (210.07655, 1058.60795), (210.07804, 1058.60763), (210.08138, 1058.60723), (210.08499, 1058.60693), (210.08582, 1058.6069), (210.08697, 1058.60693), (210.08856, 1058.6076), (210.08948, 1058.60804), (210.09165, 1058.60898), (210.09228, 1058.60917), (210.09398, 1058.60901), (210.09439, 1058.60888), (210.09488, 1058.60861), (210.09535, 1058.60832), (210.09703, 1058.60703), (210.09803, 1058.60628), (210.09823, 1058.60613), (210.09897, 1058.60553), (210.09929, 1058.60528), (210.10028, 1058.60448), (210.10291, 1058.60237), (210.1043, 1058.60125), (210.1055, 1058.60029), (210.10631, 1058.59964), (210.10712, 1058.599), (210.10734, 1058.59882), (210.1081, 1058.59824), (210.1079, 1058.5979), (210.10996, 1058.59626), (210.11366, 1058.5933), (210.11758, 1058.5902), (210.11965, 1058.58855), (210.12056, 1058.58783), (210.11906, 1058.58605), (210.11691, 1058.58249), (210.11612, 1058.58114), (210.11557, 1058.58019), (210.1143, 1058.57803), (210.11252, 1058.57504), (210.11077, 1058.57246), (210.1133, 1058.57027), (210.11374, 1058.56926), (210.11461, 1058.56869), (210.11413, 1058.56764), (210.11475, 1058.56718), (210.11373, 1058.56559), (210.1151, 1058.56444), (210.11511, 1058.56415)]"
