name,way_id,lat,lon,way_border
Công viên Linh Đàm,556174775,20.965343944444445,105.83544499444444,"[(20.9654072, 105.8344299), (20.9657025, 105.8345356), (20.9660111, 105.8346755), (20.9660875, 105.8349475), (20.9660626, 105.8351843), (20.9658705, 105.8352157), (20.9657655, 105.8352829), (20.9657193, 105.8353764), (20.965779, 105.8354808), (20.9659034, 105.8356617), (20.9659912, 105.8357752), (20.9658407, 105.8370523), (20.9647984, 105.8376939), (20.9642953, 105.8369641), (20.9637367, 105.835999), (20.9633985, 105.8347493), (20.9644144, 105.8345559), (20.9654072, 105.8344299)]"
Công viên Nghĩa trang Mai Dịch,560585059,21.040967747368416,105.77094346842105,"[(21.0428814, 105.7694159), (21.0423107, 105.7689633), (21.0420456, 105.7687897), (21.0414304, 105.7685495), (21.0412563, 105.7686341), (21.0404239, 105.7715479), (21.0399252, 105.7713861), (21.0398772, 105.7713705), (21.0387929, 105.7710187), (21.0386485, 105.7716032), (21.0389013, 105.7721272), (21.0402885, 105.7726221), (21.040701, 105.7712975), (21.0415138, 105.7715881), (21.0411011, 105.7729127), (21.041458, 105.7730289), (21.0418301, 105.7719545), (21.0421199, 105.7717001), (21.0428814, 105.7694159)]"
Sân Cây Đề,569804205,21.017466799999998,105.77926415000002,"[(21.0175217, 105.7789103), (21.0176655, 105.779114), (21.0178655, 105.779408), (21.0177634, 105.7794425), (21.0176527, 105.7794496), (21.0175554, 105.7794408), (21.0174574, 105.7794231), (21.0173561, 105.7793886), (21.0172917, 105.7793507), (21.0172086, 105.7793059), (21.0171565, 105.7792483), (21.0172287, 105.7791815), (21.0172903, 105.7791245), (21.0175217, 105.7789103)]"
Công viên Yên Hòa,569804207,21.019908416666667,105.79815088333332,"[(21.0200836, 105.7974515), (21.0203428, 105.7979306), (21.0201691, 105.7987977), (21.019662, 105.7991263), (21.0191094, 105.7981477), (21.0200836, 105.7974515)]"
Vườn hoa hồ Giảng Võ,570596477,21.029138951851852,105.82023352592593,"[(21.0294262, 105.8191043), (21.0293868, 105.8191081), (21.0291436, 105.8187091), (21.0290524, 105.8187662), (21.0292108, 105.8190198), (21.0293105, 105.8192368), (21.0293948, 105.8194848), (21.0294462, 105.8197513), (21.0294644, 105.8199795), (21.0294715, 105.8201204), (21.0294497, 105.8202964), (21.0293952, 105.8205201), (21.0292699, 105.8207364), (21.0291487, 105.8209052), (21.029069, 105.8209808), (21.02884, 105.8211489), (21.0285639, 105.8212577), (21.0282107, 105.8213234), (21.0280702, 105.8213411), (21.0281117, 105.8214947), (21.0287853, 105.8213304), (21.0290936, 105.821141), (21.0293818, 105.8208543), (21.029537, 105.8206572), (21.0295646, 105.8201985), (21.029527, 105.8197345), (21.0294262, 105.8191043)]"
khu vui chơi giải trí công cộng,589969496,21.00386042666667,105.93513430666668,"[(21.0037457, 105.9346577), (21.0036626, 105.9349869), (21.003661, 105.9349933), (21.0036569, 105.9350098), (21.0036491, 105.9350376), (21.0036466, 105.9350464), (21.0036352, 105.9350931), (21.0035913, 105.9353018), (21.0035724, 105.9353502), (21.0034823, 105.935649), (21.0043896, 105.9358029), (21.0044398, 105.9354878), (21.0044815, 105.9351976), (21.0045467, 105.9347428), (21.0037457, 105.9346577)]"
khu vui chơi giải trí công cộng,590074862,21.004170660000003,105.93412547999999,"[(21.0045467, 105.9347428), (21.0046263, 105.9341877), (21.0046727, 105.9338643), (21.004643, 105.9338594), (21.0043823, 105.9338166), (21.004027, 105.9337584), (21.0040105, 105.9337557), (21.0039815, 105.9337706), (21.0039644, 105.933802), (21.0039129, 105.9339905), (21.0039016, 105.9340354), (21.0038446, 105.9342623), (21.003754, 105.934636), (21.0037457, 105.9346577), (21.0045467, 105.9347428)]"
Vườn hoa Thanh Xuân Bắc,591023030,20.99132,105.7996799,"[(20.9913425, 105.7992448), (20.9917197, 105.7997819), (20.9913273, 105.8000924), (20.9912815, 105.8001321), (20.9909065, 105.7995834), (20.9913425, 105.7992448)]"
Vườn hoa Tây Sơn,642231203,21.02662875,105.850316725,"[(21.0268957, 105.8502983), (21.02642, 105.8501454), (21.0263036, 105.8505249), (21.0268957, 105.8502983)]"
Khu vui chơi trẻ em,650430490,20.971733328571425,105.8772595857143,"[(20.9719709, 105.8765216), (20.971893, 105.877724), (20.9719532, 105.8779706), (20.9716321, 105.8778712), (20.9712414, 105.8777585), (20.9714718, 105.8764496), (20.9719709, 105.8765216)]"
Công viên nội bộ,650430536,20.97232946,105.87870977999998,"[(20.9723491, 105.8783589), (20.9725159, 105.8785854), (20.9724236, 105.8792871), (20.9720096, 105.8789586), (20.9723491, 105.8783589)]"
Công viên,650430788,20.973618277777778,105.87888612222223,"[(20.9744155, 105.8781796), (20.9742603, 105.8794026), (20.97413, 105.8798533), (20.9728353, 105.879673), (20.9727175, 105.8795368), (20.9728427, 105.878598), (20.9730331, 105.8783405), (20.9739146, 105.8782117), (20.9744155, 105.8781796)]"
Công viên Xuân Dục,661138331,21.092246879999998,105.90607152,"[(21.0920395, 105.9059351), (21.09218, 105.9064058), (21.092558, 105.9062761), (21.0924174, 105.9058055), (21.0920395, 105.9059351)]"
Công viên Hồ Mễ Trì,661165879,20.997361312499997,105.791116675,"[(20.9974043, 105.7936318), (20.9987987, 105.7923364), (20.9994601, 105.7911485), (20.9977985, 105.7885145), (20.9972116, 105.7889654), (20.9955564, 105.7902373), (20.9952566, 105.7904677), (20.9974043, 105.7936318)]"
Núi chùa,675949349,20.948088233333333,105.87050096666667,"[(20.9478316, 105.8705209), (20.9480312, 105.8706422), (20.9479985, 105.870824), (20.9478436, 105.8710823), (20.9479991, 105.871173), (20.9482159, 105.8712992), (20.9485777, 105.8707684), (20.9491811, 105.869883), (20.9479299, 105.8691589), (20.9476172, 105.8699687), (20.9480014, 105.8701701), (20.9478316, 105.8705209)]"
Công viên OCT1,699218421,21.065463616666662,105.78233369166666,"[(21.0657078, 105.7823767), (21.0655376, 105.782036), (21.0655076, 105.782028), (21.0654488, 105.7820374), (21.0651509, 105.7821916), (21.0651334, 105.7822318), (21.0652936, 105.7826073), (21.0653261, 105.7826194), (21.0653655, 105.7826201), (21.0656828, 105.7824544), (21.0657015, 105.7824249), (21.0657078, 105.7823767)]"
nhà văn hóa tổ 16,701544807,21.05618262,105.86936224000002,"[(21.0562412, 105.869337), (21.0563388, 105.8692244), (21.0560034, 105.8692968), (21.0560885, 105.869616), (21.0562412, 105.869337)]"
Vườn Giám,702241252,21.02884372142857,105.83543411428572,"[(21.0275444, 105.8351411), (21.0275348, 105.8351368), (21.027715, 105.8346882), (21.0277175, 105.8346818), (21.0277749, 105.8345854), (21.0278471, 105.8345282), (21.0278913, 105.8345133), (21.0279516, 105.8345158), (21.0280332, 105.8345455), (21.0297524, 105.8357249), (21.0299586, 105.8358707), (21.0302618, 105.8360829), (21.0302821, 105.8361426), (21.0299507, 105.8359954), (21.0299363, 105.8360343), (21.0296972, 105.835933), (21.0296769, 105.8359249), (21.0296795, 105.8359176), (21.0296555, 105.8359078), (21.0296521, 105.8359172), (21.0296389, 105.8359126), (21.0293762, 105.8358066), (21.02911, 105.8356932), (21.0287246, 105.835529), (21.0286972, 105.835609), (21.0282853, 105.8354511), (21.0277347, 105.8352252), (21.0275444, 105.8351411)]"
